Clasificacion	Producto	Cartilla	Formato	Tolerancia Luz	Primer	Color	R	G	B	Base	Oz Base	Col. 1	1/48 onzas	Col. 2	1/48 onzas	Col. 3	1/48 onzas	Col. 4	1/48 onzas
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			CW069W	234	237	226	Blanca	128	AZ	1	VI	3.5	OC	4.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			CW070W	237	238	227	Blanca	128	NE	2.5	CA	6.5	AV	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			CW071W	237	240	232	Blanca	128	VE	1	VI	5	OC	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			CW072W	243	247	236	Blanca	128	AZ	0.5	CA	4	OC	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7000W	240	237	241	Blanca	128	CA	2	RJ	1	VI	6		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7001W	233	228	239	Blanca	128	CA	2.5	RJ	1.5	VI	14.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7002W	214	206	228	Blanca	128	RJ	3.5	VI	40.5	OC	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7003M	197	186	219	Media	124	RJ	4.5	VI	63	RO	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7004M	177	164	205	Media	124	NE	2	RJ	16	VI	111		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7005D	137	121	169	Intensa	120	NE	3	RJ	31	VI	212.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7010W	234	235	241	Blanca	128	AZ	1.5	RJ	3.5	VI	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7011W	225	224	240	Blanca	128	CA	3	VI	19		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7012W	211	210	234	Blanca	128	AZ	0.5	CA	4.5	VI	37		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7013M	190	188	223	Media	124	AZ	4	RJ	9	VI	48.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7014M	174	170	211	Media	124	AZ	7	RJ	17	VI	88.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7015D	126	122	174	Intensa	120	NE	17.5	VI	245.5	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7020W	225	234	242	Blanca	128	CA	2	VE	1.5	VI	10		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7021W	218	228	242	Blanca	128	AZ	2	VI	15.5	OC	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7022W	200	211	233	Blanca	128	AZ	4	CA	5	VI	29.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7023M	179	189	224	Media	124	NE	5.5	AZ	6	VI	47.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7024M	161	172	214	Media	124	NE	9.5	AZ	10.5	VI	92		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7025D	116	128	179	Intensa	120	NE	15.5	AZ	23.5	VI	194		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7030W	242	248	245	Blanca	128	VE	0.5	VI	3.5	AV	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7031W	210	223	239	Blanca	128	NE	2.5	AZ	3	VI	14		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7032W	198	213	237	Blanca	128	AZ	5.5	CA	4	VI	26.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7033M	175	192	228	Media	124	NE	3.5	AZ	9	VI	43		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7034M	153	172	216	Media	124	NE	7.5	AZ	17.5	VI	85.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7035D	109	130	185	Intensa	120	NE	12.5	AZ	33	VI	178		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7040W	233	245	245	Blanca	128	AZ	1.5	CA	2	MA	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7041W	206	225	242	Blanca	128	AZ	5	VI	12.5	OC	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7042W	187	211	236	Blanca	128	NE	2.5	AZ	9	VI	19.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7043M	163	192	226	Media	124	AZ	14	CA	5	VI	34.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7044M	143	175	219	Media	124	NE	6.5	AZ	26.5	VI	68.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7045D	96	132	188	Intensa	120	NE	10	AZ	50.5	VI	130.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7050W	221	241	244	Blanca	128	AZ	2.5	CA	2.5	RJ	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7051W	213	236	245	Blanca	128	AZ	4	CA	2.5	VI	2.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7052W	180	216	240	Blanca	128	AZ	13.5	CA	3	VI	12		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7053M	155	199	233	Media	124	AZ	20.5	CA	3.5	VI	19		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7054M	129	181	223	Media	124	NE	4	AZ	38.5	VI	34		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7055D	83	144	201	Intensa	120	NE	2	AZ	76.5	MA	41		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7060W	241	252	246	Blanca	128	AZ	0.5	VE	0.5	AO	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7061W	212	239	245	Blanca	128	AZ	5	CA	2.5	VI	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7062W	181	223	242	Blanca	128	AZ	10	VE	4	VI	7.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7063M	148	205	238	Media	124	AZ	23	CA	2.5	VI	6.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7064M	130	191	231	Media	124	AZ	39	CA	3.5	VI	14.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7065D	62	148	208	Intensa	120	AZ	84	CA	4	VI	33.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7070W	233	251	246	Blanca	128	NE	0.5	AZ	0.5	VE	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7071W	198	236	245	Blanca	128	AZ	7	CA	1.5	VE	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7072W	185	230	244	Blanca	128	AZ	10.5	CA	1.5	VE	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7073M	140	208	240	Media	124	AZ	29	OC	1		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7074M	114	194	235	Media	124	AZ	47	RJ	1	AV	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7075D	46	157	213	Intensa	120	AZ	91.5	CA	2	VI	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7080W	215	245	247	Blanca	128	AZ	2.5	CA	1	VE	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7081W	199	239	246	Blanca	128	AZ	5.5	CA	1.5	VE	3.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7082W	173	228	242	Blanca	128	AZ	12	CA	1.5	VE	6		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7083M	139	210	236	Media	124	AZ	21.5	VE	8.5	VI	2.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7084M	116	197	229	Media	124	NE	1	AZ	40	VE	12		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7085D	40	158	199	Intensa	120	NE	1	AZ	82.5	VE	22		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7090W	221	247	245	Blanca	128	AZ	1.5	CA	1.5	VE	2.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7091W	207	242	243	Blanca	128	AZ	3.5	VE	3.5	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7092W	176	230	240	Blanca	128	AZ	10.5	CA	1	VE	7.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7093M	141	213	233	Media	124	AZ	19.5	VE	12	AV	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7094M	109	197	221	Media	124	NE	0.5	AZ	36.5	VE	22		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7095D	39	162	192	Intensa	120	AZ	74.5	VE	40.5		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7100W	233	251	245	Blanca	128	CA	1	VE	2.5	VI	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7101W	210	245	244	Blanca	128	AZ	2	CA	1	VE	5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7102W	177	234	238	Blanca	128	AZ	7	CA	0.5	VE	14		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7103M	141	219	227	Media	124	AZ	14	VE	22		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7104M	109	203	213	Media	124	AZ	27	CA	0.5	VE	38.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7105D	39	168	180	Intensa	120	AZ	56.5	CA	1	VE	78		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7110W	225	252	245	Blanca	128	CA	0.5	VE	5	VI	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7111W	207	247	241	Blanca	128	AZ	1	VE	7.5	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7112W	189	241	236	Blanca	128	AZ	2.5	CA	0.5	VE	14		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7113M	142	225	221	Media	124	AZ	8	CA	0.5	VE	30.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7114M	111	211	209	Media	124	AZ	17.5	CA	0.5	VE	55		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7115D	51	179	173	Intensa	120	AZ	30	CA	3	VE	98.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7120W	232	253	245	Blanca	128	VE	3.5	AV	0.5		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7121W	200	247	238	Blanca	128	AZ	1.5	VE	10	AV	1.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7122W	178	242	230	Blanca	128	AZ	1.5	VE	21		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7123M	141	228	215	Media	124	AZ	4	VE	36.5	OC	0.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7124M	109	215	201	Media	124	AZ	8	VE	68.5	OC	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7125D	48	185	165	Intensa	120	AZ	15	VE	120.5	OC	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7130W	235	254	244	Blanca	128	VE	2.5	AV	1		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7131W	201	250	238	Blanca	128	CA	1	VE	13		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7132W	183	242	230	Blanca	128	AZ	0.5	VE	21		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7133M	144	230	214	Media	124	AZ	2	CA	1.5	VE	40		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7134D	83	205	182	Intensa	120	AZ	3	CA	1.5	VE	70.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7140W	229	253	238	Blanca	128	CA	1	VE	4	AV	2		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7141W	198	247	229	Blanca	128	CA	1.5	VE	15	AV	2.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7142W	176	240	219	Blanca	128	VE	26.5	AV	3	OC	1		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7143M	153	228	205	Media	124	CA	8	VE	36	AV	3		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7144D	103	195	167	Intensa	120	NE	6.5	VE	69.5	AV	14.5		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7145D	77	180	145	Intensa	120	NE	10	VE	132.5	AV	31		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7150W	229	252	235	Blanca	128	VE	3.5	AV	4		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7151W	204	247	219	Blanca	128	VE	12.5	AV	11		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7152W	194	243	212	Blanca	128	VE	17.5	AV	16		0		
1.-Latex	Ltx.Extracubriente Sipa/Ltx.Tecnoconstrucción Sipa/Ltx.Construcolor Sipa/Ltx.Lavable (descontinuado)	Cartilla Ltx. Extracubriente	Galon (3.785 Lts.)			7153M	169	227	191	Media	124	NE	2.5	VE	28	AV	27		
